id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
A4->H2,relation,suite-relations,A4,H2,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,24:context-materialisation,S,"{""src_product"": ""Workcell"", ""dst_product"": ""AIKit"", ""ql"": """", ""cf_view"": ""CF5-field"", ""seam"": ""24:context-materialisation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/ai-kit#58(PR);EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->H3,relation,suite-relations,A4,H3,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,34:development-materialisation,H,"{""src_product"": ""Workcell"", ""dst_product"": ""Factory"", ""ql"": ""D2-transform.inverse"", ""cf_view"": ""CF5-field"", ""seam"": ""34:development-materialisation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/agent-system-design#142(PR);EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->H4,relation,suite-relations,A4,H4,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,conjugation:Workcell,H,"{""src_product"": ""Workcell"", ""dst_product"": ""Workcell"", ""ql"": ""D1.inverse"", ""cf_view"": ""CF5-field"", ""seam"": ""conjugation:Workcell"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->H5,relation,suite-relations,A4,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,45:actuality-formal-intelligence,H,"{""src_product"": ""Workcell"", ""dst_product"": ""QL"", ""ql"": ""D2-require.inverse"", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""45:actuality-formal-intelligence"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->A0,relation,suite-relations,A4,A0,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,04:ground-materialisation,W,"{""src_product"": ""Workcell"", ""dst_product"": ""Central"", ""ql"": """", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""04:ground-materialisation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->A1,relation,suite-relations,A4,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,14:agency-embodiment,H,"{""src_product"": ""Workcell"", ""dst_product"": ""Actuation"", ""ql"": ""D3:C2"", ""cf_view"": ""CF5-field"", ""seam"": ""14:agency-embodiment"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->A2,relation,suite-relations,A4,A2,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,24:context-materialisation,S,"{""src_product"": ""Workcell"", ""dst_product"": ""AIKit"", ""ql"": """", ""cf_view"": ""CF5-field"", ""seam"": ""24:context-materialisation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/ai-kit#58(PR);EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->A3,relation,suite-relations,A4,A3,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,34:development-materialisation,H,"{""src_product"": ""Workcell"", ""dst_product"": ""Factory"", ""ql"": ""D3:B2"", ""cf_view"": ""CF5-field"", ""seam"": ""34:development-materialisation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/agent-system-design#142(PR);EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->A4,relation,suite-relations,A4,A4,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,self:Workcell,I,"{""src_product"": ""Workcell"", ""dst_product"": ""Workcell"", ""ql"": """", ""cf_view"": ""CF5-field"", ""seam"": ""self:Workcell"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A4->A5,relation,suite-relations,A4,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,45:actuality-formal-intelligence,H,"{""src_product"": ""Workcell"", ""dst_product"": ""QL"", ""ql"": ""D3:A3"", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""45:actuality-formal-intelligence"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A5->H4,relation,suite-relations,A5,H4,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,45:actuality-formal-intelligence,H,"{""src_product"": ""QL"", ""dst_product"": ""Workcell"", ""ql"": ""D2-transform.inverse"", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""45:actuality-formal-intelligence"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
A5->A4,relation,suite-relations,A5,A4,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,45:actuality-formal-intelligence,H,"{""src_product"": ""QL"", ""dst_product"": ""Workcell"", ""ql"": ""D3:A3"", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""45:actuality-formal-intelligence"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
rel.workcell.q0.S,relation,product-field,q0,S,"[""cap.workcell.discovery"", ""cap.workcell.observation"", ""cap.workcell.candidates""]",,,,,agent-inference,ProjectCentral/user/workcell.html#whole-why,,,workcell.html#whole/why,"An Agent can understand a task and still lack the material conditions to carry it out: a writable workspace, a running service, a reachable endpoint or enough resources. Workcell closes that gap. It gives human and Agent work an inspectable computational home, so the purpose of an activity can survive changes in the machinery that makes it possible.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""workcell:seed:q0"", ""source_unit"": ""whole-why"", ""seed_sha256"": ""55ba602c6410bd60dfc79b3b7717d56e19e1bccb72647a96112dae72181c2423"", ""source_standing"": ""agent-inference"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",Why?
rel.workcell.q1.S,relation,product-field,q1,S,"[""cap.workcell.planning"", ""cap.workcell.cli"", ""cap.workcell.bindings"", ""cap.workcell.exposure""]",,,,,agent-inference,ProjectCentral/user/workcell.html#whole-what,,,workcell.html#whole/what,"Workcell is a Rust CLI, library and optional control service that prepares and manages computational environments. It turns requirements for workspaces, processes, services, storage and connectivity into provider-backed resources, records how they are bound together, and provides operations to inspect, expose, collect from and release them.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""workcell:seed:q1"", ""source_unit"": ""whole-what"", ""seed_sha256"": ""0287b28cc09bf4940cb6dcb75ddd963379027f65295a19d005801e5fa08267a0"", ""source_standing"": ""agent-inference"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",What?
rel.workcell.q2.S,relation,product-field,q2,S,"[""cap.workcell.local-world"", ""cap.workcell.workspace"", ""cap.workcell.services"", ""cap.workcell.release"", ""cap.workcell.reconciliation"", ""cap.workcell.checkpoints"", ""cap.workcell.model-hosting""]",,,,,agent-inference,ProjectCentral/user/workcell.html#whole-how,,,workcell.html#whole/how,"A client describes the material conditions it needs. Workcell discovers available providers, plans a feasible composition and prepares the resulting environment. It returns durable references and bindings through which the client can use native processes and services. Observation and reconciliation show what remains available, what changed and what needs recovery.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""workcell:seed:q2"", ""source_unit"": ""whole-how"", ""seed_sha256"": ""1fd223c6c0b6b2ea68e8dd04a346a0dfb938f7155d6d4996b58169bf782db6e0"", ""source_standing"": ""agent-inference"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",How?
rel.workcell.q3.S,relation,product-field,q3,S,"[""cap.workcell.connectivity"", ""cap.workcell.provider-extension"", ""cap.workcell.rich-provider"", ""cap.workcell.credentials""]",,,,,agent-inference,ProjectCentral/user/workcell.html#whole-whereby,,,workcell.html#whole/whereby,Workcell serves people who need understandable infrastructure and clients that need reliable material operations. A person can inspect a plan or a running environment; an Agent can use the same operations through structured interfaces. Replaceable providers supply the physical capabilities while the calling product retains the purpose and identity of its work.,,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""workcell:seed:q3"", ""source_unit"": ""whole-whereby"", ""seed_sha256"": ""d82818aae51fbb3b839dc27c9532412271994b8a8c0295e68405deb64b4a0c4c"", ""source_standing"": ""agent-inference"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",Who / Whereby?
rel.workcell.q4.S,relation,product-field,q4,S,"[""cap.workcell.remote-control"", ""cap.workcell.placement""]",,,,,agent-inference,ProjectCentral/user/workcell.html#whole-context,,,workcell.html#whole/context,"Workcell begins on an ordinary computer with filesystem and host-process facilities. Richer deployments can supply containers, persistent services, remote control, private connectivity and isolated execution. The same material questions apply before work begins, while it runs, after interruption and when resources are retained or released.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""workcell:seed:q4"", ""source_unit"": ""whole-context"", ""seed_sha256"": ""63cc211dff1f5f956a35cddb45e72a0bde54bd76f0adcdf96d8e1720579ff7e1"", ""source_standing"": ""agent-inference"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",Where / When?
rel.workcell.q5.S,relation,product-field,q5,S,"[""cap.workcell.collection""]",,,,,agent-inference,ProjectCentral/user/workcell.html#whole-purpose,,,workcell.html#whole/purpose,"Workcell lets the O:I products make their intended activities real without rebuilding infrastructure management inside each product. Central provides durable source and placement intention; AIKit resolves operative requirements; Factory relates environments to developmental work. Workcell returns the material facts of what was prepared and what happened, helping people maintain continuity, inspect consequences and improve the next arrangement.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""workcell:seed:q5"", ""source_unit"": ""whole-purpose"", ""seed_sha256"": ""1d1c14281caf5dcec9244f6685ebf9a3ecaffd67194e1874c9a76ad1db8d41a9"", ""source_standing"": ""agent-inference"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",Why-For?
rel.workcell.q3.S0,relation,product-field,q3,S0,"[""cap.workcell.bindings"", ""cap.workcell.candidates""]",,,,,agent-inference,ProjectCentral/user/workcell.html#q3-ownership,,,workcell.html#q3/ownership,Central can preserve source and placement intention while a Workcell reports changed material availability.,,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-ownership"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
rel.workcell.q3.S2,relation,product-field,q3,S2,"[""cap.workcell.bindings"", ""cap.workcell.candidates""]",,,,,agent-inference,ProjectCentral/user/workcell.html#q3-ownership,,,workcell.html#q3/ownership,AIKit can alter its operative deployment choice and keep the Agent relation intact.,,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-ownership"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
rel.workcell.q3.S3,relation,product-field,q3,S3,"[""cap.workcell.bindings"", ""cap.workcell.candidates""]",,,,,agent-inference,ProjectCentral/user/workcell.html#q3-ownership,,,workcell.html#q3/ownership,Factory can destroy a candidate environment and retain the candidate's developmental history.,,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-ownership"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.356014+00:00""}",
